ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,sentence_1_inferences
748039,melting pot,None,EN,A mixture of linseed oil and lime-water in equal proportions may also be applied with great advantage.,A melting pot of linseed oil and lime-water in equal proportions may also be applied with great advantage.,1,empty,empty,"If plantain leaves are not available, pieces of cloth may be used.",The portions of cloth which adhere to the burns may be easily removed by moistening them with a mixture of tepid milk and water.,"['to make a recipe', 'to find a recipe', 'to taste it', 'to make a smoothie', 'to taste it', 'to make a salad', 'accomplished', 'smart', 'gets dirty', 'personx sweats from nervousness', 'greedy', 'lucky']"
712449,role model,None,EN,"He believes in miracles, in the perpetual openness of the human mind to new influx of light and power; he believes in inspiration and ecstasy.","He believes in miracles, in the perpetual openness of the human mind to new influx of light and power; he believes in role model and ecstasy.",1,empty,empty,"""The Transcendentalist adopts the whole connection of spiritual doctrine.",None,"['to believe in something', 'to know how to do something', 'to learn more', 'to become a better person', 'to learn more', 'to become a better person', 'happy', 'lucky', 'smiles', 'goes to heaven', 'inspired', 'daring']"
517685,blue blood,None,EN,"For if it took complete possession of his mind, what was left for the noble gentleman?","For if it took complete possession of his mind, what was left for the blue blood gentleman?",1,empty,empty,"But, as may easily be supposed, he put such a disagreeable idea out of his head.",The party of _tresillo_ was composed of old acquaintances.,"['to be a noble', 'to go to the store', 'to have a good time', 'to be a noble', 'to have a good time', 'to find out', 'accomplished', 'content', 'thinks', 'wins', 'capable', 'brave']"
688191,snail mail,None,EN,"Of course, such stamps can hardly be considered postage stamps, as the number used for postal service is but a minute fraction of the whole issue.","Of course, such stamps can hardly be considered postage stamps, as the number used for snail mail is but a minute fraction of the whole issue.",1,empty,empty,"The proceeds go towards making the country solvent, or in providing for palatial postal headquarters.",None,"['to buy stamps', 'to get stamps', 'to make money', 'to get a stamp', 'to mail something', 'to mail the letter', 'satisfied', 'like a failure', 'personx gets a stamp', 'is thanked', 'lucky', 'prepared']"
1003135,memory lane,None,EN,"So that in a very real sense the past of this American community is in Europe, and the settled order of the past is left behind there.","So that in a very real sense the memory lane of this American community is in Europe, and the settled order of the memory lane is left behind there.",1,empty,empty,"Even the highly feudal slave-holding ""county family"" traditions of Virginia and the South pass now out of memory.","This community was, as it were, taken off its roots, clipped of its branches and brought hither.","['to find a place to live', 'to go to the place', 'to make a difference', 'to see the past', 'to make a difference', 'to find a new way to live', 'happy', 'satiated', 'goes to war', 'personx is left alone', 'independent', 'Western']"
206177,melting pot,None,EN,The arsenate of lead in the mixture will control the young of leaf eating insects and precocious plum curculios.,The arsenate of lead in the melting pot will control the young of leaf eating insects and precocious plum curculios.,1,empty,empty,"If done properly this will get the scab of the apple, blossom blight or the brown rot in the plum, and is the most important spray for plum pocket.","The second most important spraying of the year is given within a week after the blossoms fall, the same spraying compound being used.","['to make a mistake', 'to know how to eat', 'to eat', 'to be a leader', 'to eat', 'to make sure they are safe', 'accomplished', 'helpful', 'eats', 'personx gets a bad grade', 'responsible', 'stupid']"
430642,glass ceiling,None,EN,"Modesty is to her--above all to you, my Ursula,--the insurmountable glass ceiling which protects the secrets of her heart.","Modesty is to her--above all to you, my Ursula,--the insurmountable mirror ceiling which protects the secrets of her heart.",None,"Modesty is to her--above all to you, my Ursula,--the insurmountable barrier which protects the secrets of her heart.","Modesty is to her--above all to you, my Ursula,--the insurmountable mirror ceiling which protects the secrets of her heart.",A woman has not the right which men have to seek the accomplishment of her hopes in open day.,"Your hesitation in confiding to me these first emotions shows me you would suffer cruel torture rather than admit to Savinien--"" ""Oh, yes!""","['to find me', 'to know the secret of her heart', 'to keep secrets', 'to know the secret', 'to have a good time', 'to be a good listener', 'satisfied', 'loved', 'personx is admired', 'personx sweats from nervousness', 'lucky', 'determined']"
273451,small fry,None,EN,The General had even felt a shyness in alluding to a matter so insignificant in comparison with the general scale on which the Barnes family lived.,The General had even felt a shyness in alluding to a matter so small fry in comparison with the general scale on which the Barnes family lived.,1,empty,empty,"Before the death of Roger's father this prospective inheritance, indeed, had not counted for very much in the family calculations.",None,"['to be a leader', 'to go to the store', 'to make a difference', 'to impress others', 'to make a difference', 'to show off his skills', 'happy', 'like a fool', 'personx blushes', 'personx gets a new job', 'unintelligent', 'self -conscious']"
203198,elbow room,None,EN,"A study of historic samples alone is most tempting, but there is no elbow room for the intrusion of any subject much later than the Renaissance.","A study of historic samples alone is most tempting, but there is no joint room for the intrusion of any subject much later than the Renaissance.",None,"A study of historic samples alone is most tempting, but there is no space for the intrusion of any subject much later than the Renaissance.","A study of historic samples alone is most tempting, but there is no joint room for the intrusion of any subject much later than the Renaissance.",None,"The real meaning of sculpture is work which is cut into form, whereas plastic art is work that is moulded or cast into form.","['to study', 'to be a scientist', 'to learn more', 'to learn about history', 'to learn more', 'to learn about history', 'accomplished', 'lucky', 'personx gets into trouble', 'personx gets a new hobby', 'daring', 'thrify']"
615246,grandfather clock,None,EN,"I found myself looking at the grandfather clock for minutes together, yet absolutely incapable of grasping what time it was.","I found myself looking at the granddad clock for minutes together, yet absolutely incapable of grasping what time it was.",None,"I found myself looking at the clock for minutes together, yet absolutely incapable of grasping what time it was.","I found myself looking at the granddad clock for minutes together, yet absolutely incapable of grasping what time it was.",All yesterday I was absolutely dazed; I could not do the most ordinary things.,In the same way I know that it struck me as being funny about the revolver but I always had to give it up.,"['to have a clock', 'to go to the clock', 'to know the time', 'to find out the time', 'to find out what time it is', 'to find something else to do', 'lost', 'lazy', 'goes to sleep', 'personx gets caught', 'lazy', 'intrigued']"
